Unique Method Stereotype,Method Count
get controller,1
get predicate non-void-command collaborator,1
get property set,2
predicate collaborator,6
property set collaborator,2
property command collaborator,2
collaborator,8
predicate controller,13
get property non-void-command,2
void-accessor collaborator,2
void-accessor command collaborator,1
get property wrapper,2
get non-void-command,12
get property,4
get property command collaborator,1
predicate set collaborator,4
get wrapper,10
get non-void-command collaborator,13
property wrapper,76
get set,14
wrapper,36
destructor,30
predicate non-void-command,45
void-accessor set,1
constructor,145
property set,15
void-accessor wrapper,5
wrapper stateless,103
empty,68
command,343
unclassified,7
command collaborator,106
controller stateless,71
set collaborator,17
property non-void-command collaborator,67
property controller,10
predicate,59
get collaborator,27
copy-constructor,11
predicate non-void-command collaborator,58
controller,99
incidental,114
set,106
get property collaborator,3
predicate set,3
property collaborator,79
property non-void-command,61
property,50
void-accessor command,5
predicate wrapper,5
non-void-command collaborator,10
get property non-void-command collaborator,2
get,90
collaborator incidental,19
Total,2046
