Method Stereotype,Stereotype Count
get,187
predicate,194
property,376
void-accessor,64
set,164
command,458
non-void-command,271
collaborator,428
controller,194
wrapper,237
constructor,145
copy-constructor,11
destructor,30
factory,0
incidental,135
stateless,174
empty,68
unclassified,4
Total,3140
