Unique Class Stereotype,Class Count
data-provider boundary lazy-class,1
data-provider small-class,2
commander boundary lazy-class,1
data-provider boundary lazy-class small-class,1
controller lazy-class degenerate,2
factory degenerate small-class,5
entity minimal-entity boundary,2
factory pure-controller degenerate small-class,1
controller,3
lazy-class degenerate,1
commander data-class,5
boundary lazy-class degenerate,4
controller degenerate,7
data-provider boundary,8
degenerate small-class,10
commander boundary data-class small-class,3
entity boundary degenerate,1
commander small-class,2
small-class,25
entity boundary small-class,8
controller small-class,3
unclassified,73
entity commander boundary,4
pure-controller degenerate small-class,97
data-class,5
data-provider boundary data-class small-class,12
pure-controller degenerate,46
commander boundary small-class,12
lazy-class,2
commander degenerate,1
data-provider boundary small-class,8
empty,430
commander,6
entity small-class,1
data-class small-class,7
entity boundary,21
boundary degenerate small-class,74
boundary degenerate,59
commander boundary,12
degenerate,69
boundary,39
pure-controller small-class,9
pure-controller,4
factory degenerate,1
boundary small-class,11
commander data-class small-class,2
data-provider data-class small-class,3
data-provider,5
minimal-entity boundary,1
boundary data-class,5
Total,1114
