Class Stereotype,Stereotype Count
entity,837
minimal-entity,1
data-provider,285
commander,934
boundary,1836
factory,110
controller,141
pure-controller,253
large-class,0
lazy-class,73
degenerate,733
data-class,136
small-class,1482
empty,1261
unclassified,200
Total,8282
