Unique Method Stereotype,Method Count
get property non-void-command,1
property non-void-command factory collaborator,289
property non-void-command,535
property collaborator,8
stateless,33
property set collaborator,7
factory controller stateless,98
factory wrapper stateless,51
empty,269
factory collaborator incidental,4
property set,1
get property factory controller,1
controller,169
incidental,441
copy-constructor,34
factory incidental,1
set collaborator,135
property non-void-command collaborator,3250
property controller,132
property wrapper,306
get non-void-command collaborator,21
predicate non-void-command,215
predicate controller,28
get,634
collaborator incidental,141
get command collaborator,1
get property non-void-command collaborator,9
get controller,2
get collaborator,493
non-void-command factory collaborator,101
controller stateless,1365
wrapper stateless,1145
command,1912
property factory wrapper,24
constructor,2173
factory controller,21
get property controller,4
set,249
property factory collaborator,52
factory collaborator stateless,67
predicate non-void-command collaborator,215
wrapper,85
get set,16
predicate wrapper,14
get set collaborator,24
non-void-command collaborator,21
get non-void-command,30
property factory controller,23
command collaborator,3893
property,51
get wrapper,10
predicate,9
unclassified,5
get property non-void-command factory collaborator,3
get non-void-command factory collaborator,2
collaborator stateless,57
property non-void-command factory,1
predicate set collaborator,2
property set factory collaborator,3
collaborator,5
Total,18891
