Unique Class Stereotype,Class Count
boundary lazy-class,1
data-provider boundary lazy-class small-class,5
entity data-provider boundary lazy-class degenerate,1
boundary data-class small-class,2
entity boundary degenerate,13
commander small-class,121
entity minimal-entity boundary,1
data-provider boundary,25
boundary lazy-class degenerate,4
controller degenerate,18
entity small-class,33
commander,205
entity boundary,317
entity factory controller small-class,38
factory pure-controller degenerate small-class,14
boundary small-class,7
commander data-class small-class,2
data-provider data-class,10
degenerate,105
pure-controller small-class,22
boundary,219
entity commander boundary,100
lazy-class small-class,1
factory pure-controller small-class,4
commander boundary small-class,161
boundary degenerate small-class,171
degenerate small-class,56
pure-controller degenerate small-class,165
entity boundary small-class,306
small-class,154
unclassified,200
controller small-class,24
commander boundary,324
boundary degenerate,60
entity data-provider boundary lazy-class,1
data-provider small-class,4
data-provider,47
data-provider lazy-class,5
entity,9
empty,1261
data-provider lazy-class small-class,13
data-provider data-class small-class,52
data-provider boundary data-class small-class,54
lazy-class degenerate,16
entity data-provider boundary data-class small-class,1
data-class small-class,6
commander degenerate,8
factory controller small-class,31
commander boundary degenerate,13
data-provider boundary data-class,7
pure-controller degenerate,43
entity data-provider boundary,14
controller,23
pure-controller,5
data-provider boundary small-class,16
controller data-class small-class,2
factory degenerate small-class,17
data-provider lazy-class degenerate,18
data-provider boundary degenerate,4
factory degenerate,2
data-provider boundary lazy-class degenerate,4
boundary controller,1
factory controller degenerate,1
data-provider boundary lazy-class,4
entity factory controller,3
Total,4574
