Unique Class Stereotype,Class Count
boundary degenerate small-class,30
small-class,15
entity boundary small-class,16
data-provider data-class small-class,3
unclassified,18
data-provider boundary,4
commander data-class small-class,1
boundary small-class,1
data-provider boundary small-class,4
pure-controller degenerate,44
boundary degenerate,8
controller,1
commander boundary,10
entity boundary,9
commander data-class,1
data-provider lazy-class small-class,1
commander boundary small-class,19
entity commander boundary,1
entity boundary data-class small-class,1
pure-controller degenerate small-class,38
degenerate small-class,5
data-provider small-class,3
boundary,14
degenerate,8
pure-controller small-class,2
pure-controller,1
empty,119
entity small-class,3
commander boundary data-class small-class,1
entity factory controller small-class,2
factory degenerate small-class,3
Total,386
