Unique Class Stereotype,Class Count
boundary data-class,1
factory controller small-class,1
pure-controller degenerate,1
degenerate small-class,2
data-provider boundary small-class,9
controller degenerate,1
entity small-class,1
commander,4
empty,53
boundary degenerate small-class,6
data-provider data-class small-class,2
data-provider,8
small-class,1
entity boundary,14
unclassified,21
controller small-class,2
data-provider boundary,6
entity boundary small-class,10
entity boundary lazy-class degenerate,1
data-provider boundary data-class small-class,1
data-provider small-class,2
commander boundary,4
boundary degenerate,3
controller,1
commander boundary data-class small-class,1
entity boundary degenerate,1
commander boundary small-class,1
degenerate,6
boundary,12
pure-controller small-class,1
entity data-provider boundary,3
boundary data-class small-class,1
data-provider lazy-class degenerate,1
Total,182
