Unique Method Stereotype,Method Count
void-accessor controller,1
predicate controller,10
void-accessor command,4
property set collaborator,2
wrapper,3
get set,5
get property collaborator,1
set,9
get set collaborator,5
predicate,50
get wrapper,6
non-void-command collaborator,1
predicate wrapper,14
predicate non-void-command,20
get property non-void-command collaborator,2
collaborator incidental,32
get,14
get collaborator,34
predicate collaborator,25
factory wrapper stateless,1
wrapper stateless,53
controller stateless,91
set collaborator,10
property non-void-command collaborator,261
property controller,44
get non-void-command collaborator,10
property wrapper,24
get property controller,2
constructor,177
property,18
destructor,53
void-accessor set collaborator,2
get non-void-command,11
command,26
empty,10
unclassified,3
void-accessor command collaborator,12
property non-void-command,11
property collaborator,14
command collaborator,106
predicate non-void-command collaborator,13
incidental,73
copy-constructor,94
controller,13
get controller,3
factory controller stateless,1
void-accessor set,3
non-void-command,1
Total,1378
