Unique Method Stereotype,Method Count
void-accessor set,1
unclassified,2
property command collaborator,1
predicate non-void-command,3
void-accessor command,28
collaborator incidental,8
get,13
property,20
property non-void-command factory collaborator,1
property non-void-command,1
property collaborator,19
void-accessor collaborator,2
void-accessor command collaborator,25
predicate wrapper,3
command collaborator,38
property wrapper,28
get non-void-command collaborator,1
get property collaborator,1
set,18
constructor,113
destructor,12
wrapper,10
property set collaborator,3
predicate collaborator,5
command,75
property non-void-command collaborator,21
set collaborator,8
predicate,14
void-accessor controller,3
get property wrapper,1
void-accessor set collaborator,3
wrapper stateless,12
void-accessor wrapper,1
predicate non-void-command collaborator,5
controller,7
copy-constructor,2
incidental,1
get collaborator,10
get wrapper,7
Total,526
