Unique Method Stereotype,Method Count
controller,3
wrapper,4
property,1
predicate set,1
get collaborator,4
incidental,1
controller stateless,3
property non-void-command,4
get,19
wrapper stateless,5
property factory wrapper,1
set,28
constructor,14
predicate,2
get non-void-command factory collaborator,1
get set factory collaborator,1
set collaborator,6
factory controller,3
unclassified,1
command,84
empty,1
command collaborator,54
non-void-command factory collaborator,1
property non-void-command collaborator,11
predicate non-void-command,6
get property controller,1
property wrapper,1
predicate non-void-command collaborator,4
Total,265
