Unique Method Stereotype,Method Count
factory controller stateless,1
wrapper,4
predicate collaborator,1
destructor,1
set,4
constructor,27
property factory wrapper,3
wrapper stateless,6
predicate non-void-command collaborator,3
controller,2
incidental,5
controller stateless,12
command,13
non-void-command factory collaborator,4
set collaborator,7
property controller,4
property non-void-command collaborator,17
property non-void-command,19
property non-void-command factory collaborator,3
property factory controller,1
non-void-command collaborator,13
property factory collaborator,1
set factory collaborator,1
collaborator stateless,2
property set collaborator,2
stateless,2
void-accessor command,1
get,1
property wrapper,6
get non-void-command collaborator,2
command collaborator,3
Total,171
