Unique Class Stereotype,Class Count
controller data-class small-class,1
entity factory controller,1
data-provider boundary small-class,3
commander boundary degenerate,1
entity minimal-entity boundary,9
pure-controller,17
boundary lazy-class degenerate,3
controller degenerate,15
minimal-entity boundary,1
boundary data-class,5
factory controller degenerate,2
data-provider boundary,2
data-provider lazy-class,1
factory small-class,1
factory degenerate small-class,9
data-provider boundary data-class,1
minimal-entity commander boundary,4
data-class,28
factory controller small-class,12
pure-controller degenerate,28
commander boundary,82
boundary degenerate,37
data-class small-class,4
entity boundary,72
data-provider lazy-class small-class,1
entity,3
controller small-class,19
unclassified,185
boundary degenerate small-class,94
factory pure-controller small-class,2
entity commander boundary,15
pure-controller degenerate small-class,126
data-provider boundary data-class small-class,7
commander boundary small-class,54
degenerate small-class,41
entity small-class,4
empty,459
commander,39
commander boundary data-class small-class,2
commander small-class,24
entity boundary degenerate,3
data-provider lazy-class degenerate,1
boundary data-class small-class,9
pure-controller small-class,13
degenerate,53
boundary,93
data-provider data-class,4
boundary small-class,6
factory degenerate,14
small-class,62
entity boundary small-class,49
controller,11
factory pure-controller degenerate small-class,5
entity factory controller small-class,4
lazy-class degenerate,10
data-provider data-class small-class,19
data-provider,13
entity data-provider boundary,2
Total,1785
