Unique Method Stereotype,Method Count
get set factory collaborator,1
unclassified,4
get property set collaborator,1
get non-void-command factory collaborator,1
non-void-command,1
property set collaborator,3
stateless,20
get non-void-command,5
get property non-void-command,5
property set,4
factory collaborator incidental,4
predicate set collaborator,7
factory wrapper,70
get property factory wrapper,3
property factory wrapper,11
get set collaborator,12
predicate,6
property factory controller,4
predicate wrapper,26
get non-void-command collaborator,16
property wrapper,51
factory wrapper stateless,8
constructor,719
set,498
get property collaborator,2
get command,2
get collaborator,361
property factory collaborator,12
get set,204
wrapper,58
factory collaborator stateless,74
command collaborator,1147
predicate controller,18
non-void-command factory collaborator,333
predicate non-void-command,119
controller stateless,607
property non-void-command collaborator,777
set collaborator,265
property controller,58
wrapper stateless,925
factory controller,17
empty,1275
command,657
copy-constructor,11
incidental,561
controller,212
predicate non-void-command collaborator,141
property,36
predicate set,8
property collaborator,3
property non-void-command,381
property non-void-command factory collaborator,82
get wrapper,6
get controller,1
factory controller stateless,99
get property non-void-command collaborator,1
get,804
collaborator incidental,288
collaborator stateless,29
Total,11054
