Unique Method Stereotype,Method Count
predicate set collaborator,2
controller stateless,3
get set collaborator,1
wrapper stateless,4
command collaborator,20
controller,1
set,2
constructor,18
empty,2
command,7
set collaborator,16
predicate non-void-command,1
property non-void-command collaborator,15
destructor,1
property set collaborator,3
property collaborator,1
get property non-void-command collaborator,5
get collaborator,15
incidental,2
get property collaborator,3
predicate non-void-command collaborator,8
Total,130
