Unique Method Stereotype,Method Count
collaborator stateless,1
get set factory,1
void-accessor set,2
factory collaborator stateless,2
factory collaborator incidental,2
property set,6
property non-void-command factory collaborator,2
factory stateless,18
predicate controller,31
predicate set,15
property non-void-command,186
property collaborator,1624
controller,194
incidental,143
property factory wrapper,1
command,542
unclassified,39
predicate,359
property,211
command collaborator,887
set,223
constructor,929
get property controller,2
predicate non-void-command collaborator,284
wrapper,45
get property wrapper,4
get property non-void-command,1
get property collaborator,23
void-accessor set collaborator,1
destructor,155
property non-void-command collaborator,541
property controller,168
wrapper stateless,380
predicate non-void-command,127
void-accessor wrapper,3
collaborator incidental,165
get,367
get property non-void-command collaborator,8
get predicate non-void-command collaborator,1
get set,37
get predicate non-void-command,1
property wrapper,185
get non-void-command collaborator,38
non-void-command factory collaborator,2
controller stateless,486
predicate wrapper,44
get non-void-command,34
non-void-command collaborator,3
factory wrapper stateless,1
collaborator,83
predicate collaborator,82
void-accessor,4
void-accessor command collaborator,34
copy-constructor,100
void-accessor collaborator,14
property set collaborator,15
empty,23
get set collaborator,14
get property,6
get wrapper,13
property factory collaborator,8
get collaborator,1209
get controller,3
predicate set collaborator,9
get non-void-command factory collaborator,1
void-accessor controller,3
property factory controller,1
set collaborator,256
non-void-command,3
factory controller stateless,1
void-accessor command,13
Total,10419
