Unique Class Stereotype,Class Count
controller degenerate,1
data-provider lazy-class,1
data-provider degenerate,1
entity data-provider boundary lazy-class,1
lazy-class degenerate,1
lazy-class,4
pure-controller,2
data-provider lazy-class small-class,1
data-provider boundary lazy-class,1
data-provider boundary lazy-class degenerate,3
data-provider boundary data-class,6
lazy-class small-class,4
pure-controller degenerate,4
entity boundary small-class,22
entity boundary degenerate,2
commander small-class,8
degenerate small-class,3
boundary data-class small-class,2
data-provider small-class,34
controller small-class,3
unclassified,119
data-class small-class,3
entity data-provider boundary data-class,1
entity boundary,82
entity minimal-entity boundary,4
commander boundary,10
controller,3
boundary degenerate,11
data-provider,46
data-provider data-class small-class,7
data-provider boundary degenerate,6
factory degenerate small-class,1
commander boundary small-class,9
data-provider boundary,239
data-provider boundary data-class small-class,7
data-provider boundary small-class,40
empty,394
commander,17
boundary degenerate small-class,21
pure-controller degenerate small-class,22
entity commander boundary,10
pure-controller small-class,3
boundary,98
degenerate,21
entity boundary lazy-class,1
commander data-class small-class,2
boundary small-class,1
data-provider data-class,13
entity data-provider boundary,54
boundary data-class,2
minimal-entity boundary,3
small-class,52
Total,1406
