Unique Method Stereotype,Method Count
unclassified,1
property set,1
get wrapper,6
get property non-void-command collaborator,2
get property wrapper,1
factory incidental,1
factory collaborator,2
controller,107
incidental,59
copy-constructor,48
property non-void-command factory collaborator,362
property non-void-command,82
property wrapper,68
get non-void-command collaborator,7
predicate collaborator,10
wrapper stateless,831
void-accessor command,24
factory controller stateless,44
get set collaborator,10
property controller,32
property non-void-command collaborator,977
controller stateless,757
non-void-command factory collaborator,150
collaborator stateless,22
collaborator,1
set factory collaborator,5
void-accessor command collaborator,321
predicate,4
factory wrapper stateless,21
get predicate,2
empty,37
get property controller,3
factory controller,10
command,1084
property factory wrapper,6
constructor,1337
set,318
collaborator incidental,81
get,28
predicate wrapper,13
get collaborator,14
predicate non-void-command collaborator,144
wrapper,203
get set,6
property set factory collaborator,13
void-accessor wrapper,5
predicate non-void-command,50
property factory,1
factory collaborator stateless,76
factory stateless,5
set collaborator,142
non-void-command,41
property factory collaborator,16
property collaborator,10
stateless,11
property set collaborator,3
get non-void-command factory collaborator,1
factory collaborator incidental,23
command collaborator,1233
property,5
non-void-command collaborator,156
get non-void-command,7
get property non-void-command,5
void-accessor set collaborator,2
predicate controller,9
get property non-void-command factory,1
void-accessor controller,2
property factory controller,10
get set factory collaborator,1
Total,9070
