Unique Class Stereotype,Class Count
commander boundary data-class small-class,1
entity boundary,109
commander,138
entity small-class,31
empty,1187
factory controller,4
boundary data-class,1
commander small-class,35
entity boundary degenerate,8
controller lazy-class small-class,1
data-provider,3
entity factory controller small-class,108
factory pure-controller degenerate small-class,8
degenerate small-class,59
entity commander boundary,58
entity boundary data-class small-class,2
boundary,63
pure-controller small-class,7
degenerate,49
boundary degenerate small-class,215
commander data-class small-class,4
boundary small-class,2
factory degenerate,1
small-class,50
pure-controller degenerate small-class,65
entity boundary small-class,142
large-class degenerate,1
unclassified,57
controller small-class,19
commander boundary small-class,66
commander degenerate,1
data-class small-class,8
minimal-entity boundary,1
factory controller small-class,16
factory degenerate small-class,12
boundary degenerate,27
factory controller lazy-class small-class,1
commander boundary,145
controller degenerate,10
boundary lazy-class degenerate,1
data-provider small-class,5
entity factory controller degenerate,3
entity,17
commander data-class,1
controller,17
data-provider boundary small-class,17
factory controller data-class small-class,4
data-provider boundary data-class small-class,2
data-provider data-class small-class,11
commander boundary lazy-class degenerate,2
entity factory controller,2
lazy-class small-class,1
entity data-provider boundary,4
pure-controller degenerate,33
lazy-class,1
lazy-class degenerate,3
commander boundary degenerate,9
factory controller degenerate,2
boundary data-class small-class,1
data-provider lazy-class degenerate,1
entity minimal-entity boundary,1
data-provider boundary,1
Total,2854
