Class Stereotype,Stereotype Count
entity,510
minimal-entity,3
data-provider,46
commander,400
boundary,882
factory,161
controller,187
pure-controller,113
large-class,1
lazy-class,12
degenerate,513
data-class,38
small-class,896
empty,1338
unclassified,56
Total,5156
