Unique Method Stereotype,Method Count
void-accessor controller,1
factory collaborator stateless,1
factory controller stateless,1
property factory collaborator,1
collaborator,1
property factory wrapper,1
non-void-command collaborator,2
predicate wrapper,2
property non-void-command factory collaborator,1
property collaborator,1
property non-void-command,4
unclassified,1
property,1
get collaborator,5
get set factory collaborator,2
non-void-command,1
void-accessor command collaborator,10
set,27
constructor,38
property controller,1
set collaborator,15
property non-void-command collaborator,11
predicate non-void-command,2
non-void-command factory collaborator,3
command collaborator,48
property wrapper,10
get non-void-command collaborator,1
wrapper,30
destructor,1
command,33
collaborator stateless,4
set factory collaborator,1
get property set,2
wrapper stateless,29
void-accessor wrapper,2
controller,2
incidental,1
copy-constructor,1
void-accessor command,1
predicate collaborator,1
factory wrapper stateless,2
get non-void-command,2
void-accessor set collaborator,2
get non-void-command factory collaborator,1
get,3
collaborator incidental,12
controller stateless,7
get set collaborator,1
Total,330
