Unique Class Stereotype,Class Count
degenerate small-class,3
pure-controller degenerate small-class,1
boundary degenerate small-class,1
entity commander boundary,2
commander boundary,8
commander data-class,1
commander small-class,5
commander boundary lazy-class degenerate,1
factory controller small-class,2
entity boundary,2
data-class small-class,1
small-class,1
entity boundary small-class,2
empty,52
unclassified,3
data-provider boundary,1
boundary small-class,2
commander boundary lazy-class small-class,1
boundary,2
data-provider boundary small-class,3
commander,2
Total,96
