Unique Method Stereotype,Method Count
predicate set,1
void-accessor set,2
get property wrapper,1
get property set collaborator,1
get non-void-command collaborator,2
get set collaborator,2
predicate controller,4
controller,53
incidental,28
property collaborator,1
stateless,4
property set collaborator,5
property non-void-command collaborator,58
property controller,92
non-void-command factory collaborator,11
controller stateless,181
copy-constructor,6
void-accessor collaborator,12
void-accessor command collaborator,133
void-accessor,8
property non-void-command,10
property non-void-command factory collaborator,10
wrapper stateless,443
empty,234
set,207
constructor,138
factory controller,3
get property controller,1
collaborator stateless,1
collaborator,5
set factory collaborator,3
destructor,1
predicate non-void-command collaborator,24
wrapper,165
get set,1
get,12
get property non-void-command collaborator,5
collaborator incidental,20
property wrapper,105
property,3
command collaborator,292
void-accessor wrapper,7
predicate non-void-command,12
predicate wrapper,2
factory wrapper,3
predicate set collaborator,3
factory wrapper stateless,7
get property,1
property factory controller,3
void-accessor controller,2
get set factory collaborator,1
void-accessor command,18
factory controller stateless,3
predicate,6
get property collaborator,1
get property non-void-command,1
void-accessor set collaborator,8
non-void-command collaborator,18
get non-void-command,1
get wrapper,1
set collaborator,57
non-void-command,3
unclassified,10
property set,1
property set factory collaborator,1
get collaborator,9
command,933
property factory wrapper,1
Total,3401
