Unique Class Stereotype,Class Count
factory controller small-class,1
factory degenerate small-class,1
commander data-class,2
entity,1
data-provider boundary,1
entity minimal-entity boundary,1
entity data-provider boundary,1
entity factory controller,1
commander boundary small-class,9
commander boundary,35
boundary degenerate,31
commander lazy-class small-class,1
commander boundary data-class small-class,2
entity boundary degenerate,6
commander small-class,38
boundary degenerate small-class,27
small-class,99
entity boundary small-class,5
entity boundary,13
data-provider boundary small-class,2
entity small-class,1
empty,388
commander,110
pure-controller degenerate,6
degenerate small-class,118
entity boundary data-class small-class,1
entity commander boundary,8
pure-controller degenerate small-class,5
unclassified,20
controller small-class,4
commander data-class small-class,16
boundary small-class,4
controller lazy-class degenerate,1
commander boundary degenerate,11
commander degenerate,2
controller degenerate,1
data-provider,2
boundary,16
degenerate,7
pure-controller small-class,1
Total,999
