Unique Method Stereotype,Method Count
get property factory collaborator,1
get command collaborator,1
get non-void-command factory collaborator,1
get property wrapper,8
property set factory collaborator,4
get property set,1
get predicate non-void-command collaborator,4
get set collaborator,10
predicate set,10
factory,2
predicate set collaborator,3
unclassified,4
get predicate collaborator,2
get wrapper,2
void-accessor set,3
property set collaborator,16
property non-void-command factory collaborator,279
property non-void-command,1167
stateless,60
property collaborator,14
predicate controller,36
incidental,196
copy-constructor,76
predicate,62
get property factory controller,1
property set,11
void-accessor command,8
factory controller stateless,64
empty,122
property non-void-command collaborator,1809
non-void-command,4
set collaborator,235
property controller,202
non-void-command factory collaborator,306
controller stateless,767
wrapper stateless,595
non-void-command factory,7
get predicate non-void-command,1
get set,21
predicate non-void-command collaborator,445
wrapper,210
non-void-command collaborator,6
get non-void-command,55
factory collaborator stateless,134
get non-void-command collaborator,56
property wrapper,158
property,239
command collaborator,1541
set,396
constructor,2360
factory controller,57
get property controller,8
get,551
get property non-void-command collaborator,37
collaborator incidental,95
void-accessor wrapper,4
predicate non-void-command,426
property factory,8
get controller,2
get collaborator,370
property factory collaborator,106
get predicate controller,3
predicate wrapper,20
predicate collaborator,19
get predicate,8
factory wrapper stateless,17
controller,253
factory collaborator,5
get property non-void-command factory collaborator,5
void-accessor command collaborator,14
set factory collaborator,4
collaborator,14
command,1272
property factory wrapper,7
get property collaborator,1
get property non-void-command,46
get set factory collaborator,9
property factory controller,27
factory wrapper,6
collaborator stateless,76
property non-void-command factory,6
get property,13
Total,15204
