Unique Class Stereotype,Class Count
data-provider lazy-class degenerate,1
commander boundary data-class,1
factory controller,3
factory pure-controller,1
data-provider degenerate,1
data-provider boundary data-class,3
commander boundary degenerate,6
commander lazy-class small-class,1
commander data-class,3
factory pure-controller degenerate small-class,6
data-provider,37
controller small-class,24
unclassified,298
lazy-class small-class,1
entity factory controller,3
small-class,86
factory degenerate small-class,22
controller degenerate,8
boundary lazy-class degenerate,2
entity lazy-class small-class,1
boundary data-class,1
commander small-class,35
entity boundary degenerate,5
entity commander boundary,27
boundary degenerate small-class,41
boundary,173
pure-controller small-class,18
factory controller data-class small-class,3
data-class,1
entity boundary,138
commander boundary data-class small-class,3
commander,65
entity small-class,7
entity boundary small-class,54
pure-controller degenerate small-class,88
minimal-entity commander boundary,1
commander boundary,80
boundary degenerate,32
controller,22
data-provider boundary small-class,3
pure-controller,5
data-provider lazy-class,3
factory small-class,1
boundary lazy-class,2
degenerate small-class,11
data-provider boundary,13
entity minimal-entity boundary,9
lazy-class,6
minimal-entity boundary,1
data-class small-class,2
factory controller small-class,23
commander degenerate,1
entity factory controller small-class,7
commander boundary small-class,46
lazy-class degenerate,1
pure-controller degenerate,38
entity data-provider boundary,6
boundary small-class,8
commander data-class small-class,1
data-provider data-class,2
entity,8
empty,533
data-provider lazy-class small-class,2
controller data-class small-class,3
factory controller degenerate,1
boundary controller,1
data-provider small-class,6
data-provider boundary data-class small-class,3
data-provider data-class small-class,1
factory degenerate,5
data-provider boundary lazy-class degenerate,1
degenerate,41
controller lazy-class degenerate,1
Total,2097
