Unique Class Stereotype,Class Count
data-provider small-class,1
boundary data-class,1
controller degenerate,1
factory degenerate small-class,5
factory controller small-class,5
commander boundary,8
boundary degenerate,7
small-class,10
entity boundary small-class,7
controller small-class,2
unclassified,7
boundary small-class,8
data-class,1
commander boundary small-class,9
pure-controller degenerate,42
boundary degenerate small-class,32
entity boundary data-class small-class,1
factory pure-controller small-class,1
pure-controller degenerate small-class,38
entity commander boundary,3
pure-controller,6
degenerate,3
boundary,8
pure-controller small-class,3
factory controller data-class small-class,1
data-provider boundary small-class,6
empty,247
commander,3
entity small-class,2
entity,1
data-class small-class,6
entity boundary,8
commander small-class,3
degenerate small-class,2
boundary data-class small-class,2
Total,490
