Unique Method Stereotype,Method Count
wrapper,1
predicate,3
void-accessor controller,2
get property,1
property set,7
constructor,35
set,18
wrapper stateless,12
predicate non-void-command,10
predicate wrapper,2
controller stateless,40
set collaborator,3
property non-void-command collaborator,29
property controller,15
property non-void-command,15
property collaborator,7
void-accessor command collaborator,13
command collaborator,19
get property non-void-command,3
command,57
destructor,17
property set collaborator,3
get non-void-command collaborator,1
property wrapper,5
property,5
collaborator incidental,7
get,8
get predicate set,1
void-accessor command,14
get wrapper,1
get collaborator,2
incidental,1
copy-constructor,3
predicate non-void-command collaborator,4
controller,6
void-accessor set collaborator,1
Total,371
