Unique Method Stereotype,Method Count
get set collaborator,2
get property set collaborator,2
controller stateless,6
property,10
get non-void-command,2
destructor,2
wrapper,6
get set,2
command collaborator,52
property non-void-command,20
property controller,4
set collaborator,20
property non-void-command collaborator,14
predicate non-void-command,6
constructor,28
property set,14
set,64
command,100
empty,10
wrapper stateless,4
get,44
collaborator incidental,2
get collaborator,18
predicate non-void-command collaborator,2
controller,2
incidental,2
predicate,4
void-accessor controller,2
void-accessor collaborator,2
collaborator,2
void-accessor command,2
property wrapper,6
Total,456
