Unique Method Stereotype,Method Count
predicate set collaborator,4
get property non-void-command,4
get property,1
get set collaborator,5
get collaborator,28
get wrapper,5
unclassified,5
predicate,29
destructor,19
predicate controller,9
void-accessor,1
void-accessor collaborator,1
void-accessor command collaborator,9
void-accessor set,6
property,25
predicate collaborator,9
get predicate wrapper,1
get property set,1
controller stateless,587
copy-constructor,2
factory incidental,1
predicate non-void-command collaborator,36
incidental,153
controller,49
get set,10
wrapper,123
property set collaborator,17
collaborator incidental,27
get,79
get property non-void-command collaborator,5
property controller,20
set collaborator,78
property non-void-command collaborator,116
predicate non-void-command,160
get non-void-command,74
get property wrapper,2
predicate wrapper,23
non-void-command collaborator,56
get property set collaborator,2
empty,52
command,913
constructor,242
factory collaborator incidental,1
property set,23
get property collaborator,4
set,203
void-accessor wrapper,8
wrapper stateless,628
command collaborator,307
collaborator,2
predicate set,27
property non-void-command,178
property collaborator,22
get non-void-command collaborator,30
property wrapper,51
void-accessor controller,7
get predicate set,1
void-accessor command,21
Total,4502
