Unique Class Stereotype,Class Count
boundary data-class,1
data-provider data-class small-class,1
pure-controller degenerate,1
controller,1
data-provider,2
data-provider lazy-class small-class,1
commander data-class,1
boundary data-class small-class,1
commander boundary data-class,1
boundary degenerate,15
commander boundary,20
small-class,39
unclassified,65
data-provider boundary small-class,3
empty,400
commander,59
degenerate small-class,8
entity boundary degenerate,3
commander small-class,18
commander boundary small-class,4
data-provider boundary degenerate,1
pure-controller small-class,1
boundary,14
degenerate,22
entity boundary,8
data-class small-class,3
controller lazy-class degenerate,1
commander boundary degenerate,5
data-provider boundary,2
entity commander boundary degenerate,2
boundary degenerate small-class,12
controller degenerate,1
boundary lazy-class degenerate,3
boundary small-class,5
data-provider data-class,1
commander data-class small-class,3
entity commander boundary,3
pure-controller degenerate small-class,2
lazy-class degenerate,2
Total,735
