Unique Method Stereotype,Method Count
get controller,1
predicate wrapper,9
set,31
get set collaborator,7
void-accessor controller,2
property set collaborator,12
factory collaborator,2
unclassified,6
factory wrapper stateless,2
predicate collaborator,131
get property,2
predicate controller,6
non-void-command factory collaborator,6
empty,29
void-accessor command,44
destructor,73
factory collaborator stateless,7
get property wrapper,3
void-accessor set collaborator,5
get non-void-command,37
get set,12
wrapper,14
get wrapper,9
constructor,651
property set,5
command,157
get non-void-command collaborator,15
property wrapper,98
predicate non-void-command,24
command collaborator,165
controller,9
copy-constructor,109
predicate non-void-command collaborator,67
incidental,17
get collaborator,84
controller stateless,65
set collaborator,7
property non-void-command collaborator,268
property controller,111
void-accessor collaborator,2
void-accessor command collaborator,53
predicate set,2
property non-void-command factory collaborator,2
property non-void-command,48
property collaborator,399
void-accessor wrapper,10
wrapper stateless,271
predicate set collaborator,19
property,69
collaborator incidental,8
get,69
predicate,34
void-accessor set,4
Total,3292
