Unique Class Stereotype,Class Count
data-provider boundary degenerate,1
boundary degenerate,1
data-provider,10
data-provider data-class small-class,1
entity data-provider boundary data-class,1
entity boundary,17
factory degenerate small-class,8
commander boundary,6
controller,1
small-class,16
entity boundary small-class,62
boundary degenerate small-class,36
data-provider boundary,21
commander data-class small-class,1
data-provider data-class,11
boundary small-class,5
data-provider boundary data-class small-class,1
data-provider boundary small-class,9
commander,23
empty,529
controller small-class,1
unclassified,26
degenerate small-class,2
entity data-provider boundary,4
commander boundary small-class,2
degenerate,2
boundary,22
pure-controller small-class,3
entity commander boundary,21
pure-controller degenerate small-class,4
data-class,1
entity minimal-entity boundary,2
commander small-class,7
data-provider small-class,5
Total,862
