Unique Class Stereotype,Class Count
entity minimal-entity,1
large-class degenerate,1
entity degenerate,1
entity boundary degenerate,2
entity data-provider boundary lazy-class,1
lazy-class degenerate,7
boundary lazy-class degenerate,10
commander lazy-class small-class,2
data-provider boundary degenerate,2
entity boundary data-class,1
lazy-class small-class,19
factory pure-controller degenerate small-class,4
data-provider data-class,20
data-provider boundary lazy-class degenerate,2
factory degenerate,2
boundary small-class,11
data-provider lazy-class small-class,2
empty,917
entity small-class,47
factory controller,13
small-class,117
data-provider lazy-class degenerate,1
boundary data-class small-class,8
data-provider lazy-class,4
degenerate small-class,61
boundary lazy-class,5
boundary,330
controller lazy-class degenerate,3
degenerate,161
pure-controller small-class,23
large-class,3
lazy-class,7
boundary large-class,3
entity commander boundary,77
commander boundary small-class,65
factory degenerate small-class,24
controller degenerate,34
commander boundary data-class small-class,1
data-class,7
commander,285
entity boundary,249
boundary degenerate,97
commander boundary,379
unclassified,509
controller small-class,17
data-provider boundary data-class small-class,44
data-provider data-class small-class,61
controller lazy-class small-class,10
data-provider,192
pure-controller degenerate,110
entity data-provider boundary,38
entity,21
commander boundary lazy-class,1
factory controller data-class small-class,1
data-provider boundary data-class,18
entity boundary lazy-class,2
boundary degenerate small-class,71
controller lazy-class,1
commander degenerate,5
data-class small-class,9
factory controller small-class,13
minimal-entity boundary,4
data-provider boundary,109
entity minimal-entity boundary,9
boundary data-class,4
commander small-class,40
controller,46
data-provider boundary small-class,12
pure-controller,24
data-provider boundary lazy-class,5
entity factory controller small-class,29
entity factory controller,10
pure-controller degenerate small-class,143
minimal-entity commander boundary,1
entity boundary small-class,45
data-provider small-class,20
commander boundary degenerate,7
factory controller degenerate,4
Total,4644
