Unique Method Stereotype,Method Count
factory collaborator incidental,1
get property set factory collaborator,2
get property set,3
get property set collaborator,1
get property factory collaborator,1
get predicate set,3
get property factory,1
get non-void-command factory collaborator,5
get property factory controller,2
get property factory wrapper,1
predicate collaborator,11
property factory,10
get property,1
get property wrapper,3
get predicate non-void-command collaborator,2
get predicate collaborator,3
factory stateless,2
get wrapper,7
get property non-void-command factory collaborator,15
void-accessor command,2
factory controller stateless,297
get predicate,1
factory wrapper stateless,207
property non-void-command,1497
property non-void-command factory collaborator,922
predicate set,13
property collaborator,23
stateless,73
property set collaborator,22
void-accessor collaborator,1
copy-constructor,248
incidental,358
controller,1249
property wrapper,570
get non-void-command collaborator,281
collaborator incidental,248
get,1526
get command collaborator,6
get property non-void-command collaborator,40
predicate non-void-command,636
property non-void-command collaborator,3237
property controller,217
predicate controller,200
set,430
property set,11
predicate wrapper,38
get predicate controller,9
constructor,2913
non-void-command factory collaborator,404
controller stateless,3121
factory collaborator stateless,156
get controller,5
get collaborator,1524
property factory collaborator,207
wrapper stateless,1464
void-accessor controller,1
property factory controller,71
get set factory collaborator,16
predicate non-void-command collaborator,499
wrapper,487
empty,396
get property controller,4
factory controller,67
property non-void-command factory,7
collaborator stateless,172
property set factory collaborator,9
get property collaborator,1
void-accessor set collaborator,1
get property non-void-command,20
command,5805
property factory wrapper,77
get set collaborator,143
command collaborator,8438
property,332
predicate,129
void-accessor command collaborator,25
predicate set collaborator,4
non-void-command collaborator,12
get non-void-command,54
set factory collaborator,12
collaborator,27
unclassified,26
get set,87
get factory collaborator,6
get predicate non-void-command,4
non-void-command factory,3
set collaborator,310
non-void-command,2
Total,39477
