Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
entity data-provider boundary,4
pure-controller degenerate,4
data-provider boundary lazy-class degenerate,1
data-provider lazy-class,2
factory small-class,1
commander boundary data-class,1
data-provider boundary degenerate,1
commander degenerate,3
data-class,3
controller,3
commander boundary lazy-class,1
lazy-class small-class,3
commander boundary degenerate,2
controller lazy-class degenerate,9
lazy-class degenerate,1
boundary data-class,4
commander boundary lazy-class small-class,1
commander data-class,4
commander boundary,21
boundary degenerate,7
boundary lazy-class,3
degenerate small-class,62
boundary degenerate small-class,135
entity boundary degenerate,1
commander small-class,28
commander boundary data-class small-class,17
boundary data-class small-class,13
entity commander boundary,11
pure-controller degenerate small-class,58
data-provider boundary,19
data-provider boundary data-class small-class,12
unclassified,74
controller small-class,6
data-provider data-class,1
boundary small-class,90
commander data-class small-class,25
entity boundary small-class,31
small-class,83
entity small-class,2
empty,784
commander,38
data-provider boundary small-class,27
data-class small-class,10
entity boundary,71
commander boundary small-class,23
data-provider,21
data-provider data-class small-class,20
data-provider small-class,15
entity boundary data-class,1
factory controller small-class,3
factory degenerate small-class,2
degenerate,14
boundary,64
pure-controller small-class,19
commander lazy-class small-class,3
Total,1863
