Method Stereotype,Stereotype Count
get,414
predicate,382
property,788
void-accessor,72
set,405
command,793
non-void-command,601
collaborator,1499
controller,345
wrapper,622
constructor,1037
copy-constructor,318
destructor,252
factory,32
incidental,211
stateless,498
empty,87
unclassified,90
Total,8446
