Unique Class Stereotype,Class Count
data-provider small-class,1
entity boundary,10
data-class small-class,1
entity boundary small-class,4
small-class,1
boundary,15
boundary degenerate,2
factory pure-controller degenerate small-class,1
controller,2
boundary degenerate small-class,9
commander small-class,5
entity boundary degenerate,1
commander boundary,32
entity minimal-entity commander boundary,2
data-provider data-class small-class,3
boundary data-class,1
boundary lazy-class,1
degenerate small-class,2
commander,10
empty,150
entity small-class,2
entity minimal-entity boundary,1
entity,1
data-provider boundary data-class small-class,1
data-provider boundary,2
commander data-class small-class,1
boundary small-class,1
unclassified,17
controller small-class,1
commander boundary degenerate,1
entity commander boundary,17
pure-controller degenerate small-class,1
Total,299
