Unique Method Stereotype,Method Count
get set,1
property set factory collaborator,1
get property wrapper,1
predicate set,1
predicate wrapper,4
get wrapper,3
property factory collaborator,4
collaborator,12
get,69
collaborator incidental,74
get property non-void-command collaborator,8
get collaborator,102
void-accessor command collaborator,38
factory collaborator,1
controller,28
incidental,31
void-accessor collaborator,2
copy-constructor,1
get predicate non-void-command collaborator,1
get set factory collaborator,1
property factory controller,2
void-accessor controller,7
property non-void-command collaborator,106
property controller,18
predicate controller,2
get non-void-command collaborator,8
property wrapper,19
non-void-command factory collaborator,8
controller stateless,36
empty,9
factory controller,3
unclassified,7
wrapper stateless,146
command,316
property factory wrapper,3
constructor,224
set,113
property set collaborator,4
void-accessor,1
predicate collaborator,3
predicate non-void-command collaborator,42
wrapper,126
property non-void-command factory collaborator,12
property non-void-command,17
stateless,6
property collaborator,17
destructor,15
void-accessor wrapper,3
predicate non-void-command,32
non-void-command collaborator,114
get non-void-command,18
get property collaborator,3
void-accessor set collaborator,1
command collaborator,831
property,15
set collaborator,237
non-void-command,32
factory collaborator stateless,10
predicate,13
factory wrapper stateless,2
get predicate,1
factory controller stateless,11
void-accessor command,1
predicate set collaborator,4
get property,2
collaborator stateless,4
get set collaborator,4
Total,2991
