Unique Class Stereotype,Class Count
entity,1
entity factory controller,1
data-provider boundary data-class small-class,3
data-provider degenerate,1
data-provider boundary lazy-class small-class,1
factory controller small-class,3
factory controller lazy-class,1
data-provider data-class small-class,2
entity factory controller small-class,2
commander boundary small-class,12
entity minimal-entity boundary,6
commander boundary data-class small-class,1
commander small-class,19
degenerate small-class,6
entity boundary lazy-class degenerate,1
entity boundary small-class,7
factory controller lazy-class degenerate,1
small-class,8
data-provider boundary,1
data-provider data-class,1
factory degenerate,1
boundary small-class,5
unclassified,67
controller small-class,1
data-provider boundary small-class,9
commander boundary degenerate,2
boundary degenerate small-class,13
pure-controller degenerate small-class,2
entity commander boundary,6
entity small-class,2
empty,280
commander,46
factory controller,1
boundary data-class small-class,1
entity boundary,8
data-class small-class,3
boundary,32
degenerate,11
data-provider small-class,1
commander boundary,28
boundary degenerate,12
commander boundary lazy-class small-class,1
boundary data-class,3
minimal-entity boundary,2
data-class,9
data-provider,3
minimal-entity commander boundary,1
data-provider boundary data-class,2
Total,630
