Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
entity,1
data-provider lazy-class small-class,1
commander degenerate,1
entity factory controller small-class,2
factory controller small-class,1
data-provider small-class,1
commander boundary,25
boundary degenerate,24
controller degenerate,5
pure-controller degenerate,4
minimal-entity commander boundary,1
data-class,6
degenerate small-class,17
empty,179
commander,22
commander boundary small-class,26
controller,3
factory pure-controller degenerate small-class,3
small-class,5
entity boundary small-class,4
pure-controller degenerate small-class,31
entity commander boundary,3
boundary degenerate small-class,4
boundary small-class,1
commander data-class small-class,1
data-provider data-class,1
boundary,18
degenerate,30
pure-controller small-class,5
data-class small-class,2
entity boundary,10
commander boundary data-class small-class,1
commander small-class,3
entity boundary degenerate,1
lazy-class degenerate,4
data-provider data-class small-class,1
unclassified,25
controller small-class,1
Total,474
