Unique Method Stereotype,Method Count
get set collaborator,1
get property non-void-command,2
get property non-void-command factory collaborator,2
predicate,1
get predicate,1
wrapper,2
void-accessor command collaborator,1
property factory collaborator,2
get non-void-command,8
property,2
get predicate controller,1
property wrapper,2
get non-void-command collaborator,29
property factory controller,1
void-accessor set,1
collaborator,4
predicate non-void-command,3
non-void-command factory collaborator,9
controller stateless,207
command,225
empty,164
get collaborator,44
set factory collaborator,2
collaborator stateless,7
wrapper stateless,62
constructor,162
set,26
command collaborator,307
stateless,3
property non-void-command collaborator,93
property controller,3
set collaborator,30
get set factory collaborator,4
collaborator incidental,159
get,31
factory controller stateless,61
get controller,6
incidental,76
copy-constructor,6
predicate non-void-command collaborator,3
controller,7
factory wrapper stateless,7
property collaborator,1
property non-void-command,27
property non-void-command factory collaborator,18
factory collaborator stateless,7
Total,1820
