Unique Method Stereotype,Method Count
void-accessor command,1
void-accessor controller,5
factory collaborator,1
property non-void-command factory,1
get property non-void-command,1
property factory wrapper,3
factory stateless,1
get property,1
predicate,6
collaborator,4
property factory controller,4
non-void-command,2
property factory collaborator,11
get set collaborator,4
collaborator stateless,9
set factory collaborator,2
property,8
get non-void-command,1
get property wrapper,6
factory collaborator incidental,11
factory controller stateless,13
get wrapper,1
command,35
factory wrapper stateless,19
controller stateless,251
property set collaborator,9
factory collaborator stateless,4
get set,1
wrapper,19
predicate wrapper,10
non-void-command collaborator,223
get collaborator,27
wrapper stateless,154
set collaborator,18
property controller,31
property non-void-command collaborator,611
property factory,1
predicate non-void-command,24
constructor,536
set,17
command collaborator,75
collaborator incidental,61
get,26
get property non-void-command collaborator,1
get non-void-command collaborator,2
property wrapper,41
property non-void-command,34
property non-void-command factory collaborator,56
property collaborator,8
void-accessor command collaborator,24
non-void-command factory collaborator,11
predicate controller,6
incidental,38
controller,53
predicate non-void-command collaborator,32
copy-constructor,20
empty,32
factory controller,6
property set factory collaborator,6
Total,2618
