Class Stereotype,Stereotype Count
entity,26
minimal-entity,1
data-provider,96
commander,64
boundary,249
factory,9
controller,4
pure-controller,15
large-class,0
lazy-class,22
degenerate,193
data-class,20
small-class,189
empty,324
unclassified,53
Total,1265
