Unique Method Stereotype,Method Count
get property controller,1
collaborator,70
property non-void-command collaborator,29
property controller,19
predicate,86
controller,9
incidental,197
controller stateless,169
property wrapper,32
get non-void-command collaborator,33
property non-void-command,62
property collaborator,166
property non-void-command factory collaborator,2
predicate set,1
get,65
collaborator incidental,156
get property non-void-command collaborator,7
destructor,184
get set,2
predicate non-void-command collaborator,4
wrapper,28
factory wrapper stateless,2
wrapper stateless,281
set,49
void-accessor set collaborator,4
get property collaborator,7
constructor,470
empty,14
command,153
void-accessor command,30
copy-constructor,30
void-accessor collaborator,5
predicate collaborator,36
void-accessor,6
void-accessor command collaborator,2
void-accessor wrapper,4
predicate non-void-command,24
property factory,2
property,192
command collaborator,184
predicate wrapper,21
get non-void-command,17
non-void-command collaborator,5
factory collaborator incidental,7
property set,17
get set collaborator,9
unclassified,15
property factory collaborator,9
void-accessor set,3
set collaborator,64
non-void-command,5
property set collaborator,34
property factory controller,2
void-accessor controller,1
predicate controller,2
get collaborator,174
get controller,1
get wrapper,4
factory collaborator stateless,3
get property,1
Total,3211
