Unique Class Stereotype,Class Count
data-provider data-class small-class,2
lazy-class small-class,1
commander lazy-class small-class,1
data-provider degenerate,2
minimal-entity boundary,1
commander boundary,3
data-provider boundary lazy-class,1
lazy-class,2
commander degenerate,1
data-provider lazy-class small-class,1
data-provider small-class,5
pure-controller degenerate,4
data-provider boundary degenerate,5
unclassified,55
boundary degenerate small-class,72
data-provider boundary lazy-class degenerate,6
controller degenerate,1
boundary lazy-class degenerate,2
data-provider,22
entity data-provider boundary,11
commander boundary small-class,9
degenerate,28
boundary,19
data-provider boundary,31
data-provider boundary data-class small-class,8
entity boundary lazy-class,1
boundary small-class,2
empty,321
commander,4
data-provider boundary small-class,8
commander small-class,5
entity boundary degenerate,5
data-provider lazy-class degenerate,2
boundary data-class small-class,5
entity commander boundary,1
pure-controller degenerate small-class,11
boundary lazy-class,3
degenerate small-class,19
data-class small-class,3
entity boundary,16
data-provider boundary data-class,2
boundary degenerate,26
data-provider boundary lazy-class small-class,1
factory controller small-class,3
factory degenerate small-class,6
entity boundary lazy-class degenerate,1
entity boundary small-class,8
small-class,19
commander boundary degenerate,2
Total,767
