Unique Method Stereotype,Method Count
get predicate,1
factory wrapper stateless,1
void-accessor set,2
get property controller,1
wrapper stateless,208
get set collaborator,12
get,121
collaborator incidental,56
get property non-void-command collaborator,4
controller,13
incidental,136
get non-void-command collaborator,20
property wrapper,83
property non-void-command collaborator,278
property controller,14
constructor,322
command,288
predicate non-void-command collaborator,165
wrapper,36
destructor,139
get property,11
property non-void-command,319
property collaborator,84
predicate set,12
property non-void-command factory collaborator,1
predicate,140
void-accessor wrapper,30
predicate non-void-command,186
property factory,1
predicate wrapper,33
void-accessor command collaborator,101
copy-constructor,52
void-accessor collaborator,9
predicate set collaborator,13
void-accessor set collaborator,4
get property non-void-command,7
get property collaborator,11
set,135
non-void-command factory collaborator,1
controller stateless,122
non-void-command collaborator,3
get non-void-command,35
get property wrapper,4
empty,38
property,140
command collaborator,105
unclassified,19
property set,7
get collaborator,110
get controller,2
void-accessor command,72
factory controller stateless,1
property factory collaborator,9
get set,36
get predicate non-void-command,1
predicate controller,12
void-accessor controller,5
get set factory collaborator,1
void-accessor,8
predicate collaborator,18
property set collaborator,12
set collaborator,93
non-void-command,4
get wrapper,5
collaborator,7
Total,3919
