Class Stereotype,Stereotype Count
entity,1218
minimal-entity,13
data-provider,68
commander,762
boundary,1183
factory,114
controller,143
pure-controller,194
large-class,3
lazy-class,37
degenerate,635
data-class,62
small-class,1827
empty,722
unclassified,178
Total,7159
