Unique Class Stereotype,Class Count
commander data-class,1
boundary lazy-class,1
factory pure-controller degenerate small-class,3
entity degenerate,2
commander data-class small-class,8
factory controller,3
entity boundary lazy-class degenerate,2
factory small-class,1
factory controller data-class small-class,3
data-provider,3
controller lazy-class small-class,1
entity factory controller small-class,19
pure-controller small-class,14
boundary,137
large-class,1
degenerate small-class,40
controller degenerate,16
boundary lazy-class degenerate,6
factory degenerate small-class,34
boundary controller degenerate,1
commander boundary lazy-class degenerate,1
boundary lazy-class small-class,3
commander boundary degenerate,7
degenerate,125
controller lazy-class degenerate,2
entity commander boundary,77
entity boundary data-class small-class,2
entity data-provider boundary,1
pure-controller degenerate,76
empty,722
entity small-class,822
entity,13
lazy-class,3
commander boundary small-class,139
entity minimal-entity commander boundary,2
small-class,117
unclassified,178
controller small-class,23
boundary degenerate,80
commander boundary,251
entity boundary degenerate,17
boundary data-class,1
commander small-class,169
data-class,1
entity boundary,152
commander,93
commander boundary data-class small-class,7
entity boundary lazy-class,2
boundary degenerate small-class,104
factory pure-controller small-class,1
lazy-class small-class,4
entity factory controller,4
boundary data-class small-class,20
boundary large-class degenerate,2
boundary small-class,10
data-provider boundary lazy-class degenerate,1
factory degenerate,5
data-class small-class,4
commander degenerate,2
factory controller small-class,38
entity boundary data-class,1
lazy-class degenerate,7
data-provider boundary degenerate,1
commander lazy-class small-class,3
factory controller degenerate,3
data-provider data-class small-class,3
data-provider boundary data-class small-class,10
data-provider boundary data-class,1
pure-controller degenerate small-class,98
entity boundary small-class,93
minimal-entity commander boundary,2
data-provider small-class,8
controller,30
pure-controller,2
data-provider boundary small-class,26
data-provider boundary lazy-class,1
entity minimal-entity boundary,9
data-provider boundary,13
Total,3888
