Unique Method Stereotype,Method Count
unclassified,1
factory collaborator stateless,3
factory wrapper stateless,1
property factory controller,2
non-void-command factory collaborator,1
predicate set collaborator,1
get set collaborator,4
collaborator,6
predicate non-void-command,5
factory collaborator incidental,1
property set,1
get non-void-command,1
property command collaborator,1
collaborator stateless,4
predicate wrapper,18
wrapper stateless,43
factory controller,1
empty,17
command,13
command collaborator,119
get non-void-command collaborator,4
property wrapper,84
incidental,23
controller,4
copy-constructor,5
predicate non-void-command collaborator,12
property controller,3
property non-void-command collaborator,21
set collaborator,23
get set factory collaborator,9
wrapper,109
property set collaborator,4
destructor,3
get collaborator,70
get property non-void-command collaborator,1
collaborator incidental,28
get,32
constructor,172
set,24
get wrapper,2
controller stateless,26
property,34
predicate,11
property factory collaborator,2
factory controller stateless,3
void-accessor command collaborator,12
property non-void-command,8
property non-void-command factory collaborator,6
property collaborator,6
Total,984
