Unique Class Stereotype,Class Count
boundary degenerate,1
lazy-class degenerate,1
entity boundary small-class,1
controller degenerate,1
boundary data-class,1
minimal-entity boundary,1
factory pure-controller degenerate small-class,1
entity factory controller small-class,1
data-provider boundary data-class small-class,9
data-provider boundary,7
data-provider,3
unclassified,6
commander,1
empty,1013
small-class,5
boundary lazy-class,1
degenerate small-class,7
entity commander boundary,1
boundary degenerate small-class,13
data-provider boundary data-class,6
data-class small-class,1
entity boundary,10
boundary small-class,3
data-provider data-class,2
pure-controller degenerate,1
lazy-class,1
commander boundary,6
degenerate,2
boundary,5
pure-controller small-class,2
entity data-provider boundary,5
commander boundary small-class,6
commander boundary data-class small-class,3
commander small-class,2
data-provider small-class,1
entity minimal-entity boundary,1
data-provider boundary small-class,5
Total,1136
