Unique Method Stereotype,Method Count
non-void-command,1
get set factory collaborator,3
factory controller stateless,12
destructor,6
factory wrapper stateless,7
void-accessor controller,1
property set factory collaborator,1
factory collaborator incidental,1
predicate set collaborator,5
collaborator stateless,5
get property set collaborator,4
void-accessor command collaborator,2
property factory controller,62
property wrapper,66
property set collaborator,9
controller stateless,302
factory collaborator,1
property controller,163
set collaborator,11
property non-void-command collaborator,222
non-void-command factory collaborator,8
predicate non-void-command,13
predicate,7
command collaborator,85
constructor,628
set,26
command,22
empty,20
get collaborator,66
wrapper stateless,470
factory collaborator stateless,29
wrapper,67
get set collaborator,21
controller,53
incidental,49
copy-constructor,11
predicate non-void-command collaborator,3
property,12
collaborator incidental,67
get,22
get property non-void-command collaborator,1
property collaborator,1
property non-void-command,16
property non-void-command factory collaborator,5
non-void-command collaborator,22
Total,2608
