Unique Class Stereotype,Class Count
entity,1
data-provider,3
data-provider boundary data-class small-class,7
data-provider small-class,1
data-provider data-class small-class,1
minimal-entity boundary,1
boundary data-class,2
factory controller small-class,3
entity boundary lazy-class degenerate,1
entity boundary small-class,4
small-class,28
boundary lazy-class degenerate,2
commander boundary small-class,6
pure-controller degenerate,1
lazy-class,1
boundary degenerate small-class,51
commander,3
entity small-class,1
empty,259
boundary lazy-class,3
degenerate small-class,41
entity data-provider boundary,13
entity boundary degenerate,1
commander small-class,2
commander boundary,22
factory pure-controller degenerate small-class,1
controller,2
boundary degenerate,4
entity boundary,39
lazy-class small-class,4
data-provider boundary,12
unclassified,33
controller small-class,1
factory degenerate small-class,7
data-class,4
entity boundary data-class small-class,1
entity commander boundary,13
pure-controller degenerate small-class,6
data-provider boundary small-class,4
boundary small-class,5
data-provider data-class,2
boundary,42
degenerate,5
data-provider boundary data-class,3
Total,646
