Unique Method Stereotype,Method Count
predicate set collaborator,7
property set,2
void-accessor command collaborator,4
non-void-command collaborator,2
predicate wrapper,11
void-accessor command,1
predicate controller,6
property set collaborator,11
get property,5
get property non-void-command,1
get set collaborator,11
predicate non-void-command,92
predicate collaborator,11
destructor,20
get property wrapper,2
get non-void-command,13
wrapper,11
get set,15
get collaborator,37
property,28
command collaborator,113
property wrapper,24
get non-void-command collaborator,15
predicate,50
predicate set,73
property non-void-command,34
property collaborator,71
command,107
unclassified,10
empty,23
constructor,250
get property collaborator,9
set,20
wrapper stateless,64
get controller,4
get property non-void-command collaborator,6
collaborator incidental,20
get,41
collaborator,6
property non-void-command collaborator,88
set collaborator,5
property controller,20
controller stateless,64
predicate non-void-command collaborator,101
incidental,82
copy-constructor,21
controller,5
get wrapper,1
Total,1617
