Unique Class Stereotype,Class Count
unclassified,92
empty,562
commander,2
data-provider boundary small-class,1
pure-controller degenerate,1
commander degenerate,1
lazy-class,1
data-provider degenerate,1
data-provider small-class,2
boundary data-class,6
boundary degenerate small-class,3
entity boundary,9
commander boundary,12
entity data-provider boundary,7
commander data-class,1
data-provider lazy-class small-class,2
commander boundary small-class,28
degenerate,4
boundary,40
pure-controller small-class,3
data-provider boundary,12
boundary small-class,7
data-provider boundary data-class small-class,1
data-provider,116
data-class,34
entity boundary small-class,1
small-class,3
degenerate small-class,1
data-provider data-class small-class,20
commander boundary lazy-class degenerate,1
Total,974
