Unique Method Stereotype,Method Count
void-accessor set,1
property command collaborator,1
predicate set collaborator,1
property factory wrapper,1
get controller,5
get property non-void-command,4
property set,2
get property,5
predicate controller,5
unclassified,270
get set,447
wrapper,210
empty,63
void-accessor set collaborator,6
get non-void-command,40
get property wrapper,2
predicate wrapper,26
predicate non-void-command,33
get wrapper,196
destructor,41
stateless,1
property set collaborator,5
predicate collaborator,11
property,49
get predicate,1
predicate,616
get non-void-command collaborator,8
property wrapper,261
incidental,26
copy-constructor,238
controller,35
predicate non-void-command collaborator,63
wrapper stateless,43
void-accessor wrapper,8
controller stateless,37
command,88
get property controller,1
constructor,521
get property collaborator,6
set,32
void-accessor,3
void-accessor command collaborator,35
void-accessor command,5
property controller,54
property non-void-command collaborator,74
set collaborator,41
command collaborator,119
property non-void-command factory collaborator,4
property non-void-command,8
property collaborator,89
predicate set,3
get set collaborator,589
property factory controller,1
get collaborator,55
get property non-void-command collaborator,1
get,63
collaborator incidental,43
Total,4596
