Unique Class Stereotype,Class Count
boundary data-class small-class,1
controller,2
factory controller small-class,2
entity data-provider boundary,1
data-provider,1
entity data-provider boundary degenerate,1
entity minimal-entity data-provider boundary,1
factory degenerate small-class,1
entity boundary,15
lazy-class small-class,1
pure-controller,1
data-class,1
degenerate small-class,4
commander boundary,40
boundary degenerate small-class,5
pure-controller degenerate small-class,7
entity commander boundary,19
pure-controller degenerate,9
pure-controller small-class,2
boundary,7
degenerate,4
small-class,7
entity boundary small-class,7
data-provider boundary,1
unclassified,7
controller small-class,1
commander boundary small-class,53
commander data-class,1
empty,163
commander,7
data-provider boundary small-class,5
data-provider data-class small-class,1
commander lazy-class,1
data-provider data-class,1
entity boundary lazy-class,1
boundary small-class,4
commander data-class small-class,5
commander small-class,8
commander boundary data-class small-class,7
Total,405
