Unique Method Stereotype,Method Count
collaborator,6
unclassified,3
property set collaborator,1
constructor,45
set,12
property set,5
destructor,17
get set,4
wrapper,2
get non-void-command,6
factory collaborator stateless,2
get,18
get collaborator,15
wrapper stateless,19
controller stateless,26
command collaborator,37
property wrapper,5
get non-void-command collaborator,1
predicate non-void-command,4
property collaborator,3
property non-void-command,17
incidental,2
controller,4
predicate non-void-command collaborator,6
copy-constructor,3
property controller,1
property non-void-command collaborator,23
set collaborator,21
property,11
predicate,9
command,31
get set collaborator,1
void-accessor command collaborator,2
void-accessor set,1
non-void-command,1
Total,364
