Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,1
get property set collaborator,1
set collaborator,27
property non-void-command collaborator,438
property controller,64
get set,5
predicate collaborator,5
factory wrapper stateless,4
controller,31
wrapper,10
predicate non-void-command collaborator,67
incidental,55
copy-constructor,10
predicate wrapper,35
collaborator incidental,34
get,135
get property non-void-command collaborator,17
constructor,415
empty,34
factory controller,2
property non-void-command factory collaborator,100
property non-void-command,129
predicate set,1
property collaborator,11
wrapper stateless,102
get non-void-command collaborator,48
property wrapper,72
property,23
command collaborator,285
predicate non-void-command,41
property factory,17
predicate,22
get non-void-command factory collaborator,9
controller stateless,198
non-void-command factory collaborator,24
property factory collaborator,8
void-accessor command collaborator,2
factory controller stateless,13
get collaborator,176
get controller,4
get wrapper,2
get set collaborator,33
command,79
property factory wrapper,13
property set collaborator,4
factory collaborator stateless,5
get set factory collaborator,2
property factory controller,23
void-accessor controller,1
set,10
non-void-command collaborator,24
get non-void-command,16
get property non-void-command,5
property set,2
get property factory controller,1
collaborator,3
property set factory collaborator,2
predicate controller,9
get property non-void-command factory,2
collaborator stateless,4
property non-void-command factory,4
Total,2919
