Unique Method Stereotype,Method Count
property,1
set,4
get property collaborator,2
predicate,6
factory controller stateless,1
command collaborator,65
command,26
predicate non-void-command,3
property wrapper,4
wrapper stateless,124
controller stateless,191
property non-void-command,3
property non-void-command factory collaborator,3
constructor,663
incidental,2
copy-constructor,8
predicate non-void-command collaborator,10
controller,31
non-void-command collaborator,185
get collaborator,2
void-accessor command collaborator,13
collaborator stateless,16
void-accessor set collaborator,10
property factory collaborator,4
non-void-command factory collaborator,3
predicate controller,2
property controller,7
property non-void-command collaborator,153
set collaborator,13
wrapper,6
predicate collaborator,4
get set collaborator,3
empty,10
factory controller,1
collaborator incidental,21
get,1
Total,1601
