Unique Class Stereotype,Class Count
boundary data-class,1
commander small-class,3
data-provider boundary lazy-class,1
data-provider boundary data-class small-class,5
boundary data-class small-class,2
data-provider boundary degenerate,1
commander degenerate,1
commander boundary small-class,1
commander boundary,10
controller,1
boundary degenerate,5
data-provider lazy-class small-class,4
entity data-provider boundary,5
data-provider boundary small-class,22
small-class,16
entity boundary small-class,4
unclassified,19
commander,18
empty,241
data-provider,18
commander lazy-class,1
data-provider data-class small-class,5
degenerate small-class,13
boundary lazy-class,3
data-provider boundary,9
boundary small-class,13
data-provider data-class,1
commander lazy-class degenerate,3
boundary degenerate small-class,22
data-provider small-class,21
degenerate,2
boundary,10
entity commander boundary,2
pure-controller degenerate small-class,5
entity data-provider boundary small-class,1
entity boundary,9
data-class small-class,6
Total,504
