Unique Method Stereotype,Method Count
get property non-void-command,1
get wrapper,2
void-accessor controller,2
get controller,7
property set,10
get property,1
predicate controller,3
predicate set collaborator,2
property set collaborator,18
command collaborator,28
command,53
property,39
non-void-command,1
void-accessor set,3
unclassified,27
get predicate,1
predicate,81
wrapper,21
get set,4
destructor,46
predicate collaborator,17
void-accessor set collaborator,5
get non-void-command,14
empty,26
collaborator,15
constructor,240
get property collaborator,5
set,30
void-accessor command,18
void-accessor wrapper,3
wrapper stateless,99
property command collaborator,6
controller,4
copy-constructor,19
predicate non-void-command collaborator,18
incidental,47
get collaborator,86
predicate set,5
property non-void-command,37
property collaborator,135
controller stateless,36
set collaborator,21
property non-void-command collaborator,92
property controller,17
predicate non-void-command,15
non-void-command collaborator,8
predicate wrapper,9
property wrapper,71
get non-void-command collaborator,23
get set collaborator,9
collaborator incidental,43
get,68
void-accessor command collaborator,103
void-accessor collaborator,1
Total,1695
