Unique Class Stereotype,Class Count
commander boundary,1
data-provider boundary data-class,2
boundary data-class,1
entity data-provider boundary,3
commander boundary small-class,2
commander lazy-class degenerate,1
data-provider,21
data-provider data-class small-class,6
small-class,25
entity boundary small-class,9
data-class,2
entity data-provider boundary small-class,1
pure-controller degenerate small-class,4
boundary degenerate,5
data-provider boundary,19
data-provider boundary data-class small-class,9
commander boundary degenerate,1
degenerate,6
boundary,11
data-provider boundary small-class,24
commander,3
empty,268
unclassified,22
data-provider lazy-class small-class,4
data-class small-class,12
entity boundary,26
boundary degenerate small-class,23
data-provider small-class,12
data-provider boundary degenerate,1
lazy-class data-class small-class,1
boundary data-class small-class,2
boundary lazy-class,3
degenerate small-class,7
data-provider data-class,2
boundary small-class,7
commander data-class small-class,1
Total,547
