Unique Class Stereotype,Class Count
lazy-class,1
data-provider boundary,1
data-class,1
data-provider small-class,2
data-provider data-class small-class,1
commander boundary degenerate,1
boundary degenerate small-class,5
boundary data-class small-class,2
commander small-class,12
commander boundary data-class small-class,1
entity boundary small-class,13
small-class,15
data-class small-class,3
entity boundary,18
data-provider boundary small-class,6
commander boundary small-class,7
pure-controller degenerate,2
boundary degenerate,9
commander boundary,7
unclassified,31
controller small-class,2
boundary small-class,1
commander data-class small-class,2
factory controller small-class,4
controller data-class small-class,1
entity,1
empty,123
commander,27
entity small-class,1
entity commander boundary,2
pure-controller degenerate small-class,4
degenerate small-class,3
degenerate,2
boundary,18
pure-controller small-class,1
data-provider,2
Total,332
